id|notificationreferencenumber|vehicleproperty_vin|vehicleproperty_description_short|nBody|nChas|BrandModel|BrandModel2|BrandModel3|Brand|Brand2
35625|2014-000-008214-581|Z8PFF3A5XDA040777|Модель автомобиля: GREAT WALL CC 6461 KM29год выпуска:2012||||||CITROEN|
35626|2014-000-008209-935|Y6DTF69Y0B0260852|Модель автомобиля: ЗАЗ CHANCE TF69Y0год выпуска:2011||||||BOGDAN|
35627|2014-000-008221-655|XTA21144094760816|Модель автомобиля: LADAВАЗ-211440 LADA SAMARAгод выпуска:2009|||||LADA OTHER|ATLETIC|
35628|2014-000-008215-758|X7MCF41GP8A165242|Модель автомобиля: HYUNDAI Accentгод выпуска:2008||||||BYD|
35629|2014-000-008216-286|KMHDG41DBCU469512|Модель автомобиля: HYUNDAI AVANTEгод выпуска:2012||||||HYUNDAI|
35630|2014-000-008217-503|X7NCF41GP4A012826|Модель автомобиля: HUYNDAI ACCENTгод выпуска:2004||||||HYUNDAI|
35631|2014-000-008218-046|XUFJA696JC3081502|Модель автомобиля: CHEVROLET KL1J CRUZEгод выпуска:2012||||||CADILLAC|
35632|2014-000-008219-265|KMHJW81VDAU017068|Модель автомобиля: HYUNDAI TUCSONгод выпуска:2010||||||HYUNDAI|
35633|2014-000-008220-953|VF3PNCFAC88287929|Модель автомобиля: PEUGEOT 107год выпуска:2008||||||PEUGEOT|
35634|2014-000-008222-709|KMHDU41BP8U593692|Модель автомобиля: HYUNDAI ELANTRA 1.6 GLS ATгод выпуска:2008|||HYUNDAI ELANTRA|||HYUNDAI|
35635|2014-000-008223-769|XTA219060CY009964|Модель автомобиля: LADA219060 LADA GRANTAгод выпуска:2012|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35636|2014-000-008224-297|SALLSAA548A130459|Модель автомобиля: LAND ROVER RANGE ROVER SPORTгод выпуска:2007||||||LAND ROVER|
35637|2014-000-008225-355|X9W215711D0003115|Модель автомобиля: GEELY EMGRAND (FE-1)год выпуска:2012|||GEELY EMGRAND X7|||BRILLIANCE|
35638|2014-000-008226-057|XW7BE40K00S012648|Модель автомобиля: TOYOTA Camryгод выпуска:2009||||||TOYOTA|
35639|2014-000-008227-100|XTA219060CY001924|Модель автомобиля: LADA219060 LADA GRANTAгод выпуска:2012|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35640|2014-000-008228-796|JTMHV05J704063952|Марка (модель ТС): TOYOTA LAND CRUISER 200 Наименование (тип ТС) : легковой Год изготовления: 2011 Шасси: JTMHV05J704063952 Цвет кузова:черныйгосударственный регистрационный знак Т 214 ХК 38|||TOYOTA LAND CRUISER PRADO 120|||TOYOTA|
35641|2014-000-008229-981|JF1GP3LC5EG107416|автомашина маркамодель ТС SUBARU IMPREZA XVидентификационный номер (VIN) JF1GP3LC5EG107416наименование (тип ТС) ЛЕГКОВОЙгод изготовления ТС 2014модель№ двигателя FB16 1258407шасси (рама) № ОТСУТСТВУЕТкузов (кабинаприцеп) JF1GP3LC5EG107416цвет кузова (кабиныприцепа) СЕРЕБРИСТЫЙПаспорт транспортного средства 78 УУ 181979выд.Центральной акцизной таможнейг.Москва03.05.2014г.свид. о регистрации ТС 16 21 359829выд. МРЭО ГИБДД УМВД по Нижнекамскому р-ну 17.07.2014 г.|||SUBARU IMPREZA XV||IZH OTHER|SUBARU|
35642|2014-000-008231-820|WDB9043631P716350|МЕРСЕДЕС БЕНЦ 408DГА ФУРГОН 1996 г.в. Номер двигателя 602909||||MERCEDES-BENZ OTHER|MERCEDES-BENZ OTHER|MERCEDES-BENZ|
35643|2014-000-008231-820|XW8ZZZ7PZDG004311|VOLKSWAGEN TOUAREG2012 г.в. Номер двигателя СRС 101360||||||AUDI|
35647|2014-000-008238-069|SJNFAAJ10U2024310|Автомобиль NISSAN QASHQAI 1.62010 года выпускацвет: серыймощность двигателя л.с. (кВт): 114 (84)государственный регистрационный номер: Х813КВ30|||NISSAN QASHQAI|||NISSAN|
35649|2014-000-008240-478|X8947415020BB9021|Автомобиль - фургон 474150год выпуска-2002 годмодель двигателя№ двигателя - 740.11.240188362шасси (рама) № - ЧЕС53215012161697кузов № - 54105011815014паспорт транспортного средства 62 КЕ 439926свидетельство о регистрации транспортного средства 61 СН № 104695регистрационный знак Р637ЕЕ 161/rus.|||||UAZ 469|5TSARZ|
35650|2014-000-008241-979||Маркамодель ТС - КАМАЗ344108 Наименование (тип ТС) - ТЯГАЧИ СЕДЕЛЬНЫЕ Категория ТС - Грузовые ТС Год изготовления ТС - 2002 Модель№ двигателя - ЯМЗ-238М2-5-70326010 Шасси (рама) № - б/н Кузов (кабинаприцеп) № - каб. 2031981 Цвет кузова (кабиныприцепа) - синий Мощность двигателял.с. (кВт) - 240 Рабочий объем двигателякуб. см. -10850 Тип двигателя - дизельный Экологический класс - 19200 Разрешенная максимальная массакг 9050|||||MAZ OTHER||
35651|2014-000-008242-223|JSAJTDA4V00214685|МаркаМодель SUZUKI GRAND VITARA Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2010 тип№ двигателя БЕНЗИНОВЫЙJ24B 1102659 кузовкабина JSAJTDA4V00214685 цвет Черный Мощность двигателял.с. (кВт) 169 (124) Рабочий объем двигателякуб.см 2393 Организация- изготовитель ТС (страна) SUZUKI MOTOR CORPORATION (ЯПОНИЯ) Серия№ТДТПО 10009142/131010/0003514 ПТС 77 УЕ №389887 от 13.10.2010 г.|||SUZUKI GRAND VITARA|||SUZUKI|
35652|2014-000-008243-724|ZFA22300005733398|МаркаМодель FIAT DOBLO Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2012 тип№ двигателя БЕНЗИНОВЫЙFIAT 350A10000155836 кузовкабина ZFA22300005733398 цвет ЧЕРНЫЙ Мощность двигателял.с. (кВт) 78 (57) Рабочий объем двигателякуб.см 1368 Организация- изготовитель ТС (страна) FIAT GROUP AUTOMOBILES S.P.A. (ТУРЦИЯ) Серия№ТДТПО 10009050/111012/0003773 ПТС 77 УВ №593501 от 11.10.2012 г.|||FIAT DOBLO|||FIAT|
35653|2014-000-008244-036|JTNBE40K603088663|МаркаМодель TOYOTA CAMRY Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2007 тип№ двигателя БЕНЗИНОВЫЙ2AZ 2534242 кузовкабина JTNBE40K603088663 цвет Черный Мощность двигателял.с. (кВт) 167 (123) Рабочий объем двигателякуб.см 2362 Организация- изготовитель ТС (страна) ТОЙОТА МОТОР КОРПОРЕЙШН (ЯПОНИЯ) Серия№ТДТПО 10009050/270207/0007134 ПТС 77 ТР №298212 от 27.02.2007 г.|||TOYOTA CAMRY|||LEXUS|
35654|2014-000-008245-335|X9F3XXEED36M22824|МаркаМодель FORD ФОРД ФОКУС Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2006 тип№ двигателя БЕНЗИНОВЫЙQQDB 6M22824 кузовкабина X9F3XXEED36M22824 цвет Черный Мощность двигателял.с. (кВт) 125 (92) Рабочий объем двигателякуб.см 1798 Организация- изготовитель ТС (страна) ЗАО ФОРД МОТОР КОМПАНИ (РОССИЯ) Серия№ТДТПО 10222040/110706/0008809 ПТС 47 ТС №716294 от 11.07.2006 г.||||FORD OTHER|FORD OTHER|FORD|
35746|2014-000-008316-516|KMHNN81WP1U024210|Модель автомобиля: HYUNDAI Terracanгод выпуска:2001||||||HYUNDAI|
35747|2014-000-008317-576|VF36DRFJF21679832|Модель автомобиля: PEUGEOT 407год выпуска:2007||||||PEUGEOT|
35655|2014-000-008248-605||Комбайн зерноуборочный самоходный КЗС-1218-29 Полесье-1218 в том числе: - КЗК-12-0100000Б молотилка самоходная - ЖЗК-7-5 жатка для зерновых культур - Комплект принадлежностей для ремонта и обслуживания комбайна КПДР-1-11 - КЗК-12-0013200В Упаковка ЗИП и демонтированных частей - КЗК-12-0013200В-04 Упаковка ЗИП и демонтированных частей|||||||
35656|2014-000-008249-877|XWEJP811AF0000438|маркамодель: Kia Soulцвет белыйгод выпуска 2014||||||GENESIS|
35657|2014-000-008250-573|X1W83570030008772|СЗАП-8357 фургон прицеп 2003 г. рег. № РТ8162 61/rus||||||GKB|
35658|2014-000-008256-315|JSAJTDA4V00226055|АвтомобильSUZUKI GRAND VITARA легковой2011 г.в.|||SUZUKI GRAND VITARA|||SUZUKI|
35665|2014-000-008258-518|WDD2163711A000297|МаркаМодель MERCEDES - BENZ CL500 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2006 тип№ двигателя БЕНЗИНОВЫЙ273961 30041185 кузовкабина WDD2163711A000297 цвет Серо-сиреневый Мощность двигателял.с. (кВт) 388 (285) Рабочий объем двигателякуб.см 5462 Организация- изготовитель ТС (страна) ДАЙМЛЕР-БЕНЦ (Германия) Серия№ТДТПО отсутствует ПТС 77 УМ №190999 от 10.11.2009||||MERCEDES-BENZ OTHER|MERCEDES-BENZ OTHER|MERCEDES-BENZ|
35666|2014-000-008259-188|LGGX4DD328H136791|наименованиемаркамодель- DONGFENG DFL 3251 A-1 Г.РЗ. К 557 СН 26 2008 Г.В. ШАССИ-LGGX4DD328H136791 КУЗОВ-ОТСУТСТВУЕТ Свидетельство о регистрации ТС-26ТТ № 733851 ПТС-74 ТХ 763307|||||GAZ 3307|DONG FENG|
35667|2014-000-008260-062|WJMS2NTH404395294|Маркамодель ТС - IVECO STRALIS AT440S45TZP Наименование (тип ТС) - грузовой тягач седельный Категория ТС - С Год изготовления ТС - 2012 Модель№ двигателя - F3AE3681A S022-175454 Шасси (рама) № - WJMS2NTH404395294 Кузов (кабинаприцеп) № - отсутствует Цвет кузова (кабиныприцепа) - белый Мощность двигателял.с. (кВт) - 4515 (332) Рабочий объем двигателякуб. см. - 10308 Тип двигателя - дизельный Экологический класс - пятый Разрешенная максимальная массакг 26000 Масса без нагрузкикг 8||||||FORD|
35668|2014-000-008261-205|Z94CT41DBDR318037|Наименование (тип ТС) легковой; маркамодель ТС HYUNDAI SOLARIS; модель№ двигателя G4FC EW523437; шасси (рама) № ОТСУТСТВУЕТ; кузов (кабинаприцеп) № Z94CT41DBDR318037; цвет кузова (кабиныприцепа) белый; паспорт транспортного средства серия 78 ОА № 600274||||||HYUNDAI|
35673|2014-000-008263-662||Экскаватор ЕК 14-20год выпуска 2007хаводской номер машины (рамы) 2724 (260)Двигатель № 249692коробка передач № 8145цвет серо-желтыйпаспорт самоходной машины и других видов техники ВЕ 208862|||||||
35674|2014-000-008263-662||HITACHI ZX210H-3 Экскаваторгод выпуска 2007Заводской номер машины (рамы) HCM1U200C00206981Двигатель № 4НК1-425486Коробка передач № номер отсутствуетцвет оранжевыйПаспорт самоходной машины и других видов техники ТС 128538|||||||
35675|2014-000-008263-662||Погрузчик фронтальный одноковшовый Амкодор 333Вгод выпуска 2007заводской номер машины (рамы) Y3А333В06071072двигатель Д-260.2 № 056697коробка передач № 16336цвет желтыйпаспорт самоходной машины и других видов техники ТС 053889|||||||
35677|2014-000-008265-193|SALLAAA148A491610|МаркаМодель LAND ROVER DISCOVERY 3 Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2008 тип№ двигателя ДИЗЕЛЬНЫЙ276DT 0325809 кузовкабина SALLAAA148A491610 цвет Серебристый Мощность двигателял.с. (кВт) 1904 (140) Рабочий объем двигателякуб.см 2720 Организация- изготовитель ТС (страна)ЛЕНД РОВЕР (СОЕДИНЕННОЕ КОРОЛЕВСТВО) Серия№ТДТПО 10009140/210708/0023051 ПТС 77 УА №780693 от 22.07.2008 г.||||LAND ROVER OTHER|LAND ROVER OTHER|LAND ROVER|
35678|2014-000-008266-497|X4XFH01130L475413|МаркаМодель BMW X6 xDrive40d Наименование (тип ТС) ЛЕГКОВОЙВ год выпуска 2011 тип№ двигателя ДИЗЕЛЬНЫЙN57D30B 30787759 кузовкабина X4XFH01130L475413 цвет Белый Мощность двигателял.с. (кВт) 306 (225) Рабочий объем двигателякуб.см 2993 Организация- изготовитель ТС (страна) ЗАО Автотор (Россия) Серия№ТДТПО отсутствует ПТС 39 НЕ №831439 от 17.08.2011 г.||||||ASIA|
35748|2014-000-008318-901|W0L0AHL3572242113|Модель автомобиля: OPEL Astraгод выпуска:2007||||||OPEL|
35749|2014-000-008319-088|X7MEN41HP9A048133|Модель автомобиля: HYUNDAI Sonataгод выпуска:2009||||||BYD|
35679|2014-000-008267-714|YV1DZ8156E2582921|Автомобиль VOLVO XC 60 Маркамодель VOLVO XC 60 Наименование (тип ТС) легковой Год изготовления 2014 Модель№ двигателя D5254T121426926 Цвет кузова (кабиныприцепа) серо-бронзовый Мощность двигателя л.с. (кВт) 181 (133) Рабочий объем двигателя куб. см. 2400 Государственнй номер Р 002 ВВ 57 RUS Свидетельство о регистрации ТС (серияномер) 5719 № 579081||||||VOLVO|
35680|2014-000-008269-324|Z8TXTGF2WDM001342|Наименование (тип ТС) легковой; маркамодель ТС MITSUBISHI OUTLANDER; модель№ двигателя 4B11KR1617; шасси (рама) № ОТСУТСТВУЕТ; кузов (кабинаприцеп) № Z8TXTGF2WD001342; цвет кузова (кабиныприцепа) серебристый; паспорт транспортного средства серия 40 НР № 047024|||||FORD CARGO|CITROEN|
35681|2014-000-008270-488|X9FKXXEEBKDC46035|Легковое транспортное средство FORD ФОРД «ФОКУС»цвет кузова – красныйгод изготовления 2013г.||||FORD OTHER|FORD OTHER|FORD|
35684|2014-000-008273-611|Z8NBBUJ32BS016695|Автомобиль NISSAN TEANA легковой2011 г.в.|||NISSAN TEANA|||CITROEN|
35700|2014-000-008240-478/1||474150 Автомобиль-фургон базовое шасси КамАЗ-532150 2002 г. рег. № Р637ЕЕ 161/rus|||||MAZ OTHER||
35701|2014-000-008278-620|X9H434330A0000033|Автомобиль бортовой АБ-434330год выпуска 2010|||||HYUNDAI PORTER/H-100|BAW|
35703|2014-000-008280-013|X4XPE1844AWC94455|BMW X3 xDrive2 0d. 2010 г.в.||||||ASIA|
35704|2014-000-008281-552||Самосвал сочлененный TEREX TA300R Год выпуска 2014 Заводской № машины - А11801032 Двигатель № - 6801889 Цвет - белый Вид движения - колесный Мощность двигателя (л.с.) - 37525 Конструкционная масса - 23240 кг Максимальная конструктивная скорость - 50 км/ч Габаритные размеры - 9930/2895/3570 Свидетельство о регистрации: Серия СА №617045 Гос. регистрационный знак код 53 серия НУ №0093 Дата регистрации 05.06.2014|||||IZH OTHER||
35705|2014-000-008282-201|JTMBH31V606060830|Автомобиль Тойота RAV 4 Маркамодель Тойота RAV 4 Наименование (тип ТС) легковой (универсал) Год изготовления 2007 Модель№ двигателя 1AZ 5671242 Цвет кузова (кабиныприцепа) бежевый Мощность двигателял.с. (кВт) 152 (112) Рабочий объем двигателякуб. см. 1998 Государственый номер К 656 НР 57 RUS Свидетельство о регистрации ТС (серияномер) 57 УМ 392328|||TOYOTA RAV4|||TOYOTA|
35706|2014-000-008283-435|WVWZZZ3CZ6E155416|марка (модель): VOLKSWAGEN PASSATгосударственный регистрационный знак: Р680МА34тип ТС: легковойгод выпуска 2006модель№ двигателя: BVZ 004646№ шасси (рамы): отсутствуетномер кузова WVWZZZ3CZ6E155416цвет: серебристыймощность двигателя (кВт/л.с.): 150паспорт ТС: 77 ТН497812|||||VOLKSWAGEN OTHER|AUDI|
35713|2014-000-008287-493||Наименование и марка машины: МИНИПОГРУЗЧИК MUSTANG 2700V Предприятие изготовитель: MUSTANG MANUFACTURING COMPANY INC Адрес: СОЕДИНЕННЫЕ ШТАТЫ 570423299USA? SOUTH-DAKOTA Сертификат соответствия: C-US.MT22B.00187 от 15.12.2010 Выдан: ОС САМТ-ФОНД Год выпуска: 2012 Заводской номер машины (рамы): ММС02700Е00042004 Двигатель: J9921 Цвет: желтый Вид движителя: колесный Мощность двигателя: 53 (72.08) Конструкционная массакг 3674 Максимальная конструктивная скоростькм/ч13 Габаритные размеры: 37|||||IZH OTHER||
35714|2014-000-008287-493||Наименование и марка машины: KOMATSU Экскаватор-погрузчик WB93S-5E0 Предприятие изготовитель: KOMATSU UTILITY EUROPE S.P.A Адрес: ИТАЛИЯ36025НОВЕНТА-ВИЧЕНТИНАВИА БЕРГОНЧИНО28 Сертификат соответствия: С-IT.MP19.B.00492 от 10.08.2011 Выдан: ООО Русский сертификационный центр Год выпуска: 2012 Заводской номер машины (рамы): F20967 Двигатель: 0870771 Коробка передач: 01004100 Основной ведущий мост: 0100646001006421 Цвет: желтый Вид движителя: колесный Мощность двигателя: 74 (100.64) Конс|||||KAMAZ 6460||
35715|2014-000-008287-493||Наименование и марка машины: Прицеп тракторный - вагон-дом передвижной модели Кедр -К.04.1.1 на шасси прицепа тракторного Предприятие изготовитель: Открытое Акционерное Общество Заводоуковский машиностроительный завод Адрес: 627144г. ЗаводоуковскТюменской области Сертификат соответствия: С-RU.MT22.B01781 Выдан: Орган по сертификации САМТ-Фонд г. Москва Год выпуска: 2012 Заводской номер машины (рамы): К.04.1.1№121301 Двигатель: N1565 Цвет: белый Вид движителя: колесный Мощность двигател|||||IZH OTHER||
35716|2014-000-008287-493||Наименование и марка машины: Прицеп тракторный - вагон-дом передвижной модели Кедр -К.04.1.1 на шасси прицепа тракторного Предприятие изготовитель: Открытое Акционерное Общество Заводоуковский машиностроительный завод Адрес: 627144г. ЗаводоуковскТюменской области Сертификат соответствия: С-RU.MT22.B01781 Выдан: Орган по сертификации САМТ-Фонд г. Москва Год выпуска: 2012 Заводской номер машины (рамы): К.04.1.1№120519 Двигатель: отсутствует Цвет: белый Вид движителя: колесный Мощность дв|||||IZH OTHER||
35717|2014-000-008287-493||Наименование и марка машины: Прицеп тракторный - вагон-дом передвижной модели Кедр -К.04.1.1 на шасси прицепа тракторного Предприятие изготовитель: Открытое Акционерное Общество Заводоуковский машиностроительный завод Адрес: 627144г. ЗаводоуковскТюменской области Сертификат соответствия: С-RU.MT22.B00328 Выдан: Орган по сертификации САМТ-Фонд г. Москва Год выпуска: 2011 Заводской номер машины (рамы): К.04.1.1№111119 Двигатель: отсутствует Цвет: белый Вид движителя: колесный Мощность дв|||||IZH OTHER||
35718|2014-000-008289-605|WAUZZZ8U0ER018278|Марка AUDI МОДЕЛЬ Q3 Год выпуска 2013г. ЦВЕТ серебристый Собственник Никифоров Роман Геннадиевич|||||MAN OTHER|AUDI|
35719|2014-000-008292-538|W0L0AHL3582062715|Модель автомобиля: OPEL Astraгод выпуска:2007||||||OPEL|
35720|2014-000-008290-369|WF0DXXGBBD7T68307|Модель автомобиля: Ford Mondeoгод выпуска:2007||||||FORD|
35721|2014-000-008291-677|X7MCF41GP4M014170|Модель автомобиля: ХЕНДЭ АКЦЕНТ HYUNDAI ACCENTгод выпуска:2004|||||HYUNDAI OTHER|BYD|
35722|2014-000-008293-865|SB1BR56L30E218177|Модель автомобиля: TOYOTA Avensisгод выпуска:2007||||||TOYOTA|
35723|2014-000-008294-567|XUFPE6DJ6A3010772|Модель автомобиля: OPEL Astraгод выпуска:2010||||||CADILLAC|
35724|2014-000-008295-786|XTA217030E0464632|Модель автомобиля: LADA 217030 LADA PRIORAгод выпуска:2014|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35725|2014-000-008296-134|Y6L211040DL241473|Модель автомобиля: БОГДАН 211040-88-4год выпуска:2013||||BOGDAN OTHER|LADA 2110 SEDAN|BOGDAN|
35726|2014-000-008297-298|XTA219010EY085243|Модель автомобиля: LADA219010 LADA GRANTAгод выпуска:2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35727|2014-000-008298-820|XTA217030E0464566|Модель автомобиля: LADA. 217030 LADA PRIORAгод выпуска:2014|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35728|2014-000-008300-683|WDB2153751A040947|Модель автомобиля: MERCEDES-BENZ CL 500год выпуска:2004||||||MERCEDES-BENZ|
35729|2014-000-008301-741|XTA217030E0467883|Модель автомобиля: LADA217030 LADA PRIORAгод выпуска:2014|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35730|2014-000-008302-443|XTA219210E0030128|Модель автомобиля: LADA219210 LADA KALINAгод выпуска:2014|||||LADA 2192 KALINA 2 HATCHBACK|ATLETIC|
35731|2014-000-008303-499|W0L0AHL0885040874|Модель автомобиля: OPEL ASTRAгод выпуска:2007||||||OPEL|
35732|2014-000-008304-190|W0L0AHL0875184402|Модель автомобиля: OPEL ASTRAгод выпуска:2007||||||OPEL|
35733|2014-000-008305-259|XTA219010E0242208|Модель автомобиля: LADA219010 LADA GRANTAгод выпуска:2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35734|2014-000-008299-058|JHMCU2680BC205350|Модель автомобиля: HONDA ACCORDгод выпуска:2010||||||HONDA|
35735|2014-000-008309-565|X7MCF41GP7M119361|Модель автомобиля: HYUNDAI Accentгод выпуска:2007||||||BYD|
35736|2014-000-008310-098|XTA11174090040044|Модель автомобиля: LADA111740 LADA KALINAгод выпуска:2009|||||LADA 1117 KALINA WAGON|ATLETIC|
35737|2014-000-008311-315|XTA219010E0236985|Модель автомобиля: LADA219010 LADA GRANTAгод выпуска:2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35738|2014-000-008312-017|XWKFB227380067214|Модель автомобиля: KIA Spectra (FB2273)год выпуска:2008||||||IZH|
35739|2014-000-008313-077|XTA217030D0443960|Модель автомобиля: LADA217030 LADA PRIORAгод выпуска:2013|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35740|2014-000-008306-752|XTA219010E0251701|Модель автомобиля: LADA219010 LADA GRANTAгод выпуска:2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
35741|2014-000-008307-803|XTA217030E0465196|Модель автомобиля: LADA217030 LADA PRIORAгод выпуска:2014|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35742|2014-000-008308-346|XTA21144094783954|Модель автомобиля: LADAВАЗ - 211440 LADA SAMARAгод выпуска:2009|||||LADA OTHER|ATLETIC|
35743|2014-000-008320-418|X9W214813B0016007|Модель автомобиля: LIFAN 214813год выпуска:2011|||||LIFAN SOLANO|BRILLIANCE|
35744|2014-000-008314-597|X9121490080003626|Модель автомобиля: GEELY CK-1 (MR7151A)год выпуска:2008||||||AMUR|
35745|2014-000-008315-814|W0L0TGF751H030634|Модель автомобиля: Subaru TRAVIQгод выпуска:2001||||||OPEL|
35750|2014-000-008321-478|JMBSNCY2A8U010697|Модель автомобиля: Mitsubishi Lanсer 1.5год выпуска:2007||||||MAZDA|
35751|2014-000-008322-521|5UXFA13555LY15318|Модель автомобиля: BMW X5 3.0Iгод выпуска:2005|||BMW X5|||BMW|
35752|2014-000-008323-223|VF38BXEZP80814154|Модель автомобиля: ПЕЖО 406год выпуска:1999||||PEUGEOT OTHER|PEUGEOT OTHER|PEUGEOT|
35753|2014-000-008324-283|Z8PFF3A5XDA048554|Модель автомобиля: GREAT WALL CC 6460 KM27год выпуска:2013|||||KAMAZ 6460|CITROEN|
35754|2014-000-008325-977|XTA21214091938752|Модель автомобиля: LADA212140 LADA 4x4год выпуска:2009|||||LADA 4X4|ATLETIC|
35755|2014-000-008326-611|4JGBB25E29A519010|Модель автомобиля: MERCEDES-BENZ ML320год выпуска:2009||||||MERCEDES-BENZ|
35756|2014-000-008327-671|XTA211440C5136354|Модель автомобиля: LADA211440 LADA SAMARAгод выпуска:2012|||||LADA 2114 SAMARA 2|ATLETIC|
35757|2014-000-008329-785|XW7BE40K40S019098|Модель автомобиля: TOYOTA Camryгод выпуска:2010||||||TOYOTA|
35758|2014-000-008330-481|JTEGH23B705019112|Модель автомобиля: TOYOTA PICNICгод выпуска:2004||||||LEXUS|
35759|2014-000-008331-291|XUS22270270000898|Модель автомобиля: 222702год выпуска:2007|||||FORD TRANSIT|CITROEN|
35760|2014-000-008332-345|X9W215711D0003517|Модель автомобиля: GEELY EMGRAND (FE-1)год выпуска:2013|||GEELY EMGRAND X7|||BRILLIANCE|
35761|2014-000-008333-047|WVGZZZ7LZ8D056296|Модель автомобиля: VOLKSWAGEN TOUAREGгод выпуска:2008||||||VOLKSWAGEN|
35762|2014-000-008328-725|XTA217030B0294110|Модель автомобиля: LADA217030 LADA PRIORAгод выпуска:2011|||||LADA 2170 PRIORA SEDAN|ATLETIC|
35763|2014-000-008338-248|XUFJA696JB3029090|Модель автомобиля: CHEVROLET CRUZEгод выпуска:2011||||||CADILLAC|
35764|2014-000-008339-931|X9F3XXEED35C68405|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2005||||FORD OTHER|FORD OTHER|FORD|
35765|2014-000-008334-730|1FMCU59H27KB58549|Модель автомобиля: FORD ESCAPE HYBRIDгод выпуска:2006||||||FORD|
35766|2014-000-008335-432|X9FHXXEEDH8A52859|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2008||||FORD OTHER|FORD OTHER|FORD|
35767|2014-000-008336-492|XUUNF486J90008823|Модель автомобиля: CHEVROLETKLAN(J200/Chevroletгод выпуска:2008||||||CHEVROLET|
35768|2014-000-008337-194|KMJWA37JBAU247269|Модель автомобиля: HYUNDAI GRAND STAREXгод выпуска:2010||||||HYUNDAI|
35769|2014-000-008340-591|WK0S0002400146159|Kogel SV24 Рефрижератор|||||VOLVO FM|KOEGEL|
35770|2014-000-008341-772|XWEPC81ABE0000739|KiaКia Sportage2014Серебристый||||||GENESIS|
35780|2014-000-008343-778|XWEPC81ADE0003330|KiaKia Sportage2014СЕРЫЙ||||||GENESIS|
35793|2014-000-008348-042|XTA211440A4847231|Автомобиль LADA211440; год изготовления 2010; модель№ двигателя 111835205783; шасси (рама) № отсутствует; кузов (кабинаприцеп) № XTA211440A4847231; цвет кузова (кабиныприцепа) серо-сине-зеленый; государственный регистрационный знак O 214 AB 08 RUS; пробег 75 011 км.|||||LADA 2114 SAMARA 2|ATLETIC|
35794|2014-000-008349-666|VF1KW0YB548712285|Легковой автомобиль ENAULT KANGOOпроизводитель РЕНО САС (Франция)2013 годы выпускасерия и номер ПТС: 78 УТ 377135|||||RENAULT OTHER|CITROEN|
35795|2014-000-008350-610|WDB9066351S427964|Автомобиль MERCEDES-BENZ SPRINTER 316 грузовой-фургон 2009 г.в.||||||MERCEDES-BENZ|
35796|2014-000-008351-613|KMFZCZ7KACU855868|Грузовой-рефрижератор Hyundai Porter II|||||IZH OTHER|HYUNDAI|
35807|2014-000-008353-912|KNAKU811DB5111380|Легковой автомобиль (категория В) KIA ХМ Sorento2010 года выпуска; ПТС 78 УН 165613 выдан 02.09.2010г. Центральной акцизной таможней. Кузов № KNAKU811DB5111380. Свидетельство о регистрации ТС серия 51 УН №142089дата регистрации 02.10.2010г. Регистрационный знак ТС В213КТ51.||||||HYUNDAI|
35808|2014-000-008354-908|Z94CB51BBFR045498|KiaKia Rio2014Белый||||||HYUNDAI|
35809|2014-000-008355-741|X9H434330A0000033|Автомобиль бортовой АБ-434330год выпуска 2010|||||HYUNDAI PORTER/H-100|BAW|
35810|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312013 года выпуска|||||MAZ OTHER||
35811|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312013 года выпуска|||||MAZ OTHER||
35812|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312013 года выпуска|||||MAZ OTHER||
35813|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312014 года выпуска|||||MAZ OTHER||
35814|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312014 года выпуска|||||MAZ OTHER||
35815|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312014 года выпуска|||||MAZ OTHER||
35816|2014-000-008356-227||Самосвал МАЗ-6501В9-471-0312014 года выпуска|||||MAZ OTHER||
35817|2014-000-008356-227||Прицеп самосвальный МАЗ-856102-0102014 года выпуска|||||MAZ OTHER||
35818|2014-000-008356-227||Прицеп самосвальный МАЗ-856102-0102014 года выпуска|||||MAZ OTHER||
